Player,Pos,Age,Team,Games,Gms_started,MinPerG,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG,OWS,DWS,WS,WSp48,OBPM,DBPM,BPM,VORP,Intercept,
Daniel Gafford\gaffoda01,PF-C,22,TOT,46,11,14.4,2.7,4,0.685,0,0,0,2.7,4,0.685,0.685,1.2,1.9,0.632,1.7,2.5,4.2,0.5,0.5,1.4,0.8,1.8,6.7,21.7,0.691,0,0.473,13,19.1,16.1,5,1.6,8.1,13.6,16.5,1.6,1.1,2.7,0.199,0.7,1.6,2.3,0.7,1,
Daniel Gafford\gaffoda01,PF,22,CHI,31,11,12.4,1.9,2.8,0.69,0,0,0,1.9,2.8,0.69,0.69,0.9,1.3,0.659,1.4,1.9,3.3,0.5,0.4,1.1,0.7,1.7,4.7,18.8,0.7,0,0.471,13,17,15,6.2,1.4,7.7,17.3,14.4,0.8,0.6,1.4,0.179,-0.9,1.4,0.5,0.2,1,
Daniel Gafford\gaffoda01,C,22,WAS,15,0,18.5,4.4,6.5,0.68,0,0,,4.4,6.5,0.68,0.68,1.9,3.1,0.609,2.3,3.9,6.1,0.4,0.7,1.9,0.9,1.9,10.7,25.7,0.682,0,0.474,13,22.1,17.6,3.3,1.8,8.8,10,19.5,0.8,0.5,1.3,0.226,2.9,1.9,4.9,0.5,1,
Danilo Gallinari\gallida01,PF,32,ATL,45,4,23.8,3.9,9.3,0.422,2,5.1,0.404,1.9,4.2,0.444,0.532,3.4,3.6,0.938,0.3,3.6,4,1.4,0.5,0.2,0.9,2.1,13.2,15.8,0.61,0.547,0.386,1.6,16.6,9.2,8.8,1.1,0.6,7.8,21.5,2.3,0.8,3.1,0.137,1.4,-1,0.4,0.6,1,
Langston Galloway\gallola01,SG,29,PHO,36,0,10.7,1.6,3.4,0.472,0.9,2,0.451,0.7,1.4,0.5,0.602,0.5,0.5,1,0.1,0.9,1.1,0.7,0.2,0,0.4,0.6,4.6,12.5,0.632,0.577,0.138,1.5,9.5,5.6,8.4,1,0,9.1,16.5,0.6,0.3,0.9,0.11,0.2,-0.6,-0.3,0.2,1,
Darius Garland\garlada01,PG,21,CLE,53,50,33.5,6.8,15.1,0.452,2,5,0.394,4.8,10.1,0.48,0.517,2.1,2.5,0.848,0.4,2,2.4,6.2,1.2,0.1,3.1,2.1,17.7,14.3,0.547,0.33,0.165,1.4,6.9,4.1,30.6,1.8,0.3,16,25.1,0.4,1,1.4,0.037,0.2,-1.8,-1.6,0.1,1,
Marc Gasol\gasolma01,C,36,LAL,46,42,19.3,1.8,4,0.451,1,2.4,0.393,0.8,1.5,0.543,0.571,0.7,1,0.739,0.8,3.3,4.1,2,0.5,1.2,1.1,2.2,5.3,12.1,0.598,0.615,0.253,4.6,19,11.9,14.2,1.3,5.4,20.5,12.5,0.6,1.7,2.3,0.125,-1.4,3.1,1.7,0.8,1,
Rudy Gay\gayru01,PF,34,SAS,55,1,21.9,4.2,10,0.421,1.7,4.3,0.387,2.5,5.7,0.446,0.504,1.3,1.7,0.791,0.7,4.1,4.9,1.5,0.7,0.6,1.1,1.9,11.4,14.3,0.531,0.428,0.166,3.4,20.4,11.8,10,1.5,2.2,9.1,23.5,0,1.5,1.5,0.06,-0.3,-0.3,-0.7,0.4,1,
Paul George\georgpa01,SF,30,LAC,49,49,33.6,8.3,17.8,0.47,3.2,7.6,0.421,5.1,10.2,0.506,0.56,3.8,4.3,0.872,0.9,5.7,6.6,5.2,1.2,0.4,3.3,2.4,23.7,21.3,0.601,0.428,0.242,2.9,18.6,10.9,25,1.8,1.2,14.3,30.2,3,2,5.1,0.148,4.4,-0.3,4.1,2.6,1,
Taj Gibson\gibsota01,PF,35,NYK,37,2,20.5,2.1,3.4,0.627,0.1,0.4,0.214,2.1,3,0.679,0.639,0.8,1.2,0.689,2.2,3.3,5.5,0.7,0.8,0.9,0.5,2.1,5.2,15.5,0.658,0.111,0.357,11.7,17.2,14.5,4.8,1.8,4.3,12.1,9.7,1.6,1.4,2.9,0.185,-1.1,1.9,0.9,0.5,1,
Harry Giles\gilesha01,C,22,POR,33,0,9.8,1.1,2.5,0.422,0.2,0.5,0.444,0.8,2,0.415,0.47,0.5,0.7,0.682,0.9,2.8,3.7,0.8,0.2,0.3,0.6,1.6,2.8,11.4,0.502,0.217,0.265,9.6,31.8,20.3,10.4,0.9,2.8,17,14.8,0.1,0.3,0.4,0.063,-3.6,-0.6,-4.2,-0.2,1,
Shai Gilgeous-Alexander\gilgesh01,SG,22,OKC,35,35,33.7,8.2,16.1,0.508,2,4.9,0.418,6.2,11.3,0.547,0.571,5.3,6.5,0.808,0.5,4.2,4.7,5.9,0.8,0.7,3,2,23.7,21.6,0.623,0.301,0.405,1.7,13.1,7.3,31.2,1.1,1.7,13.7,27.8,2.8,0.8,3.6,0.146,3.8,0,3.8,1.7,1,
Anthony Gill\gillan01,PF,28,WAS,22,2,7.4,1,1.9,0.548,0.3,0.9,0.3,0.8,1,0.773,0.619,0.2,0.4,0.625,0.6,1.3,1.9,0.5,0.4,0.1,0.3,1,2.6,14.9,0.626,0.476,0.19,9.2,18.3,13.8,8.3,2.3,1.6,11.6,13.2,0.3,0.2,0.5,0.142,-0.8,0.7,-0.1,0.1,1,
Freddie Gillespie\gillefr01,PF,23,TOR,13,0,15.8,2.2,3.9,0.569,0,0,,2.2,3.9,0.569,0.569,1.1,1.4,0.778,1.7,2.1,3.8,0.4,0.5,0.9,0.5,2.1,5.5,15.7,0.611,0,0.353,11.5,14.9,13.2,3.6,1.4,5.9,9.2,13.7,0.4,0.2,0.6,0.15,-2.3,0.3,-2,0,1,
Rudy Gobert\goberru01,C,28,UTA,63,63,30.9,5.5,8.1,0.678,0,0,0,5.5,8,0.682,0.678,3.3,5.3,0.621,3.3,10.1,13.4,1.3,0.5,2.8,1.6,2.3,14.3,23.5,0.685,0.006,0.657,11.9,33,22.9,6,0.8,7.3,13.5,16.8,5.4,4.6,10.1,0.248,2,2.6,4.6,3.2,1,
Brandon Goodwin\goodwbr01,PG,25,ATL,45,5,13.5,1.8,4.9,0.37,0.7,2.3,0.304,1.1,2.6,0.427,0.441,0.6,0.9,0.659,0.2,1.3,1.5,2,0.3,0,0.8,0.9,4.9,8.6,0.464,0.466,0.187,1.5,10.7,6.1,21.7,1.2,0,13.2,19.5,-0.3,0.3,0,0.002,-2.9,-1.1,-4,-0.3,1,
Aaron Gordon\gordoaa01,PF,25,TOT,44,44,28.1,4.8,10.2,0.465,1.3,3.7,0.348,3.5,6.5,0.533,0.529,2.1,3.3,0.653,1.5,4.3,5.8,3.4,0.7,0.7,2.1,1.8,12.9,15.1,0.555,0.365,0.321,5.8,16.8,11.1,18.7,1.2,2.3,15.1,21.2,0.7,1.1,1.9,0.072,0.5,-0.1,0.5,0.8,1,
Aaron Gordon\gordoaa01,PF,25,ORL,25,25,29.4,5.1,11.7,0.437,1.7,4.5,0.375,3.4,7.2,0.475,0.509,2.6,4.2,0.629,1.6,5.1,6.6,4.2,0.6,0.8,2.7,2,14.6,15,0.537,0.382,0.358,5.3,18.7,11.8,22.9,1.1,2.5,16.5,23.9,0,0.7,0.6,0.041,0.6,0,0.6,0.5,1,
Aaron Gordon\gordoaa01,PF,25,DEN,19,19,26.3,4.3,8.2,0.519,0.8,2.7,0.288,3.5,5.5,0.635,0.567,1.5,2.1,0.718,1.5,3.3,4.7,2.4,0.7,0.5,1.3,1.7,10.8,15.1,0.592,0.333,0.25,6.4,14,10.2,12.6,1.3,1.9,12.2,17.2,0.8,0.4,1.2,0.117,0.5,-0.2,0.3,0.3,1,
Eric Gordon\gordoer01,SG,32,HOU,27,13,29.2,5.9,13.6,0.433,2.6,7.8,0.329,3.3,5.8,0.573,0.527,3.5,4.2,0.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6,17.8,14.6,0.577,0.572,0.311,1,7,3.9,14.8,0.8,1.5,10.9,25.3,0.6,0.3,0.9,0.054,0.9,-1.5,-0.6,0.3,1,
Devonte' Graham\grahade01,PG,25,CHO,51,44,30,4.5,12.1,0.374,3.2,8.6,0.373,1.3,3.5,0.376,0.506,2.3,2.7,0.821,0.4,2.3,2.7,5.4,0.9,0.1,1.6,1.4,14.5,14.2,0.544,0.707,0.227,1.3,8.5,4.9,26.4,1.5,0.4,10.6,21.5,2,0.9,2.9,0.092,1.2,-1.1,0.1,0.8,1,
Jerami Grant\grantje01,SF,26,DET,53,53,34.1,7.5,17.4,0.428,2.2,6.1,0.354,5.3,11.3,0.469,0.491,5.4,6.4,0.849,0.7,4,4.6,2.8,0.7,1.1,2,2.3,22.5,17,0.556,0.352,0.366,2.1,13.2,7.6,14.5,1,2.7,9,28.4,1.7,1.5,3.3,0.087,2.1,-1.1,1,1.3,1,
Danny Green\greenda02,SF,33,PHI,62,62,28.2,3.3,7.9,0.414,2.5,6.2,0.405,0.7,1.7,0.447,0.574,0.4,0.6,0.771,0.8,2.9,3.7,1.7,1.3,0.9,1,1.9,9.5,12,0.583,0.789,0.072,3.3,11.2,7.3,8.2,2.3,2.7,11,13.9,1.4,2.8,4.2,0.115,0.1,1.3,1.4,1.5,1,
Draymond Green\greendr01,PF,30,GSW,56,56,31,2.6,5.9,0.431,0.5,2,0.248,2.1,3.9,0.525,0.473,1,1.3,0.778,0.9,6,6.9,8.6,1.6,0.8,3,3.2,6.6,12.5,0.509,0.34,0.217,3,20.5,11.8,36,2.5,2.3,31.3,13,0.6,2.8,3.4,0.095,-2.2,3,0.8,1.2,1,
JaMychal Green\greenja01,PF,30,DEN,50,4,18.8,3,6.4,0.476,1.4,3.4,0.417,1.6,3,0.543,0.586,0.8,1,0.833,1.5,3.4,4.9,0.8,0.5,0.4,0.9,2.5,8.3,14.7,0.609,0.527,0.15,9,20.6,14.9,5.8,1.3,2,11.9,18,1.4,1,2.4,0.124,0.1,-1.6,-1.5,0.1,1,
Javonte Green\greenja02,SG-PG,27,TOT,33,2,11.5,1.2,2.4,0.506,0.2,0.7,0.304,1,1.7,0.589,0.551,0.7,1,0.688,0.7,1.1,1.8,0.4,0.6,0.1,0.5,1.1,3.3,10.8,0.586,0.291,0.405,6.4,10.9,8.7,4.5,2.6,1,15.4,12.5,0.2,0.4,0.6,0.081,-2.5,0.8,-1.7,0,1,
Javonte Green\greenja02,SG,27,BOS,25,2,13.8,1.6,2.8,0.549,0.3,0.9,0.318,1.3,2,0.653,0.599,0.8,1.2,0.667,0.8,1.3,2.1,0.4,0.7,0.1,0.5,1.3,4.2,11.9,0.624,0.31,0.423,6.4,10.4,8.4,4.3,2.6,0.5,13.4,12.1,0.4,0.3,0.8,0.105,-1.7,0.8,-0.9,0.1,1,
Javonte Green\greenja02,PG,27,CHI,8,0,4.4,0.1,1,0.125,0,0.1,0,0.1,0.9,0.143,0.125,0.3,0.3,1,0.3,0.6,0.9,0.3,0.3,0.3,0.5,0.4,0.5,0.3,0.225,0.125,0.25,6.5,15.8,11.2,6.8,2.8,5,31.1,15.9,-0.2,0.1,-0.1,-0.159,-9.9,0.2,-9.7,-0.1,1,
Jeff Green\greenje02,C,34,BRK,61,37,27.4,3.7,7.8,0.477,1.4,3.6,0.386,2.3,4.2,0.555,0.566,1.9,2.3,0.79,0.5,3.4,3.9,1.7,0.6,0.4,0.8,1.8,10.7,12.4,0.605,0.462,0.3,2.1,13.4,8,8.2,1,1.3,8,15.2,2.4,1,3.5,0.099,-0.4,-0.9,-1.4,0.3,1,
Josh Green\greenjo02,SG,20,DAL,32,5,10.4,0.9,2.2,0.429,0.1,0.6,0.15,0.8,1.6,0.54,0.45,0.3,0.5,0.6,0.7,1.2,1.9,0.6,0.3,0.1,0.5,0.7,2.3,7.5,0.47,0.286,0.214,7,12.7,9.9,7.1,1.5,0.8,17.3,12.3,-0.1,0.3,0.1,0.021,-4.2,-0.3,-4.4,-0.2,1,
Blake Griffin\griffbl01,PF,31,TOT,39,24,26.1,3.7,9.1,0.407,1.5,4.6,0.331,2.2,4.5,0.486,0.492,2,2.7,0.738,0.7,4.4,5.1,3.1,0.7,0.3,1.4,2.4,11,12.3,0.532,0.508,0.301,3,18.6,10.9,17.3,1.3,1.1,12.2,19.6,0.5,0.9,1.5,0.069,-1,-0.3,-1.3,0.1,1,
Blake Griffin\griffbl01,PF,31,DET,20,20,31.3,4.1,11.1,0.365,2,6.2,0.315,2.1,4.9,0.429,0.453,2.2,3.1,0.71,0.4,4.9,5.2,3.9,0.7,0.1,1.6,2.1,12.3,9.8,0.491,0.559,0.279,1.2,17.4,9.2,18.4,1.1,0.3,11.4,19.6,-0.1,0.5,0.4,0.027,-1.5,-1.1,-2.6,-0.1,1,
Blake Griffin\griffbl01,PF,31,BRK,19,4,20.6,3.4,7.1,0.478,1.1,3,0.368,2.3,4.1,0.558,0.556,1.8,2.4,0.778,1.1,3.9,5,2.3,0.7,0.6,1.3,2.7,9.7,16.4,0.598,0.425,0.336,5.9,20.3,13.5,15.4,1.7,2.5,13.5,19.7,0.7,0.4,1.1,0.136,-0.2,0.8,0.6,0.3,1,
Kyle Guy\guyky01,PG,23,SAC,25,0,7,1,2.7,0.368,0.4,1.4,0.278,0.6,1.3,0.469,0.441,0.6,0.6,0.875,0.2,0.8,1,0.8,0.2,0,0.2,0.6,3,10.9,0.493,0.529,0.235,2.5,13.5,7.9,16,1.1,0,7.4,19.8,0.1,0,0.1,0.023,-2.9,-2.3,-5.2,-0.1,1,
Rui Hachimura\hachiru01,PF,22,WAS,51,51,31.5,5.2,11,0.472,0.8,2.4,0.328,4.4,8.6,0.513,0.508,2.4,3.1,0.769,0.9,4.6,5.5,1.5,0.8,0.1,1.2,2.2,13.5,11.3,0.548,0.218,0.279,2.9,15.6,9.3,6.5,1.2,0.3,9.1,17.9,0.6,1.3,1.9,0.057,-2,-1.4,-3.4,-0.6,1,
Ashton Hagans\haganas01,PG,21,MIN,2,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0.5,0,0,-12.5,,,,0,0,0,0,0,0,100,10.5,0,0,0,-0.355,-13.8,-7.9,-21.7,0,1,
Tyrese Haliburton\halibty01,PG,20,SAC,58,20,30.1,5,10.7,0.472,2.1,5.1,0.409,2.9,5.6,0.529,0.569,0.8,1,0.857,0.7,2.3,3,5.3,1.3,0.5,1.6,1.4,13,16.2,0.585,0.478,0.09,2.5,8.7,5.5,24.5,2.1,1.4,12.5,18.1,2.9,0.4,3.3,0.09,1.9,-0.9,1.1,1.4,1,
Donta Hall\halldo01,PF,23,ORL,8,0,11.5,1.1,1.8,0.643,0,0,,1.1,1.8,0.643,0.643,0.9,1.5,0.583,1.8,2.6,4.4,0.9,0.5,0.8,0.4,1,3.1,20.5,0.648,0,0.857,15.3,24.7,19.8,10.9,2.1,6,13.5,10.5,0.2,0.2,0.4,0.206,0.4,2.1,2.5,0.1,1,
Josh Hall\halljo01,SF,20,OKC,16,0,12.8,0.8,3.3,0.226,0.1,1.4,0.091,0.6,1.9,0.323,0.245,1.1,2.1,0.545,0.2,1.8,2,1.4,0.1,0.1,1.1,1.4,2.8,-0.9,0.326,0.415,0.623,1.5,14.8,8.1,14.4,0.2,0.4,21,17.7,-0.8,0.1,-0.7,-0.155,-10,-2.5,-12.5,-0.5,1,
R.J. Hampton\hamptrj01,PG-SG,19,TOT,44,1,15.4,2.2,5,0.428,0.4,1.5,0.284,1.7,3.5,0.49,0.471,0.8,1.2,0.686,0.5,2.4,2.9,1.1,0.5,0.2,0.9,1.2,5.5,9.3,0.499,0.302,0.23,3.5,17.4,10.3,10.3,1.4,1,14.4,18.3,-0.5,0.6,0.1,0.007,-4.2,-1,-5.3,-0.6,1,
R.J. Hampton\hamptrj01,PG,19,DEN,25,0,9.3,1,2.4,0.417,0.2,0.7,0.278,0.8,1.7,0.476,0.458,0.4,0.5,0.75,0.4,1.6,2,0.6,0.2,0.1,0.4,0.9,2.6,7.8,0.49,0.3,0.2,4.9,19.4,12.2,7.6,1.1,0.8,14.4,14.3,-0.1,0.2,0.1,0.03,-4.5,-1,-5.6,-0.2,1,
R.J. Hampton\hamptrj01,SG,19,ORL,19,1,23.4,3.7,8.5,0.432,0.7,2.6,0.286,2.9,5.9,0.496,0.475,1.4,2.1,0.667,0.6,3.5,4.2,1.7,0.8,0.3,1.6,1.7,9.5,10.1,0.502,0.302,0.241,2.7,16.3,9.3,11.6,1.6,1,14.3,20.4,-0.4,0.4,-0.1,-0.006,-4.1,-1.1,-5.2,-0.4,1,
Tim Hardaway Jr.\hardati02,SG,28,DAL,62,23,28.3,5.6,12.9,0.437,2.8,7.4,0.382,2.8,5.5,0.51,0.546,2,2.4,0.807,0.3,3,3.3,1.7,0.4,0.1,0.9,1.6,16,14.6,0.574,0.572,0.188,1.1,11.7,6.4,9.3,0.8,0.5,6.3,23.3,2.2,1,3.2,0.088,1.2,-1.9,-0.6,0.6,1,
James Harden\hardeja01,PG-SG,31,TOT,42,42,37.1,8,17.2,0.463,2.8,7.8,0.358,5.2,9.4,0.549,0.544,6.5,7.5,0.87,0.8,7.2,8,10.9,1.2,0.7,4.1,2.3,25.2,24.5,0.616,0.453,0.438,2.6,20.7,11.9,44.4,1.5,1.6,16.7,28.7,5.1,1.6,6.7,0.206,6.1,0.4,6.5,3.3,1,
James Harden\hardeja01,SG,31,HOU,8,8,36.3,7.5,16.9,0.444,3.1,9,0.347,4.4,7.9,0.556,0.537,6.6,7.5,0.883,0.6,4.5,5.1,10.4,0.9,0.8,4.3,1.8,24.8,22.6,0.613,0.533,0.444,1.8,13.8,7.5,47.5,1.1,1.9,17.4,28.7,0.8,0.2,1,0.165,5.6,-1,4.6,0.5,1,
James Harden\hardeja01,PG,31,BRK,34,34,37.3,8.1,17.3,0.467,2.7,7.5,0.361,5.4,9.8,0.548,0.545,6.5,7.5,0.867,0.9,7.8,8.7,11,1.3,0.7,4.1,2.4,25.4,24.9,0.616,0.434,0.436,2.7,22.2,12.9,43.6,1.6,1.6,16.6,28.7,4.3,1.4,5.7,0.215,6.3,0.7,7,2.8,1,
Maurice Harkless\harklma01,PF-SF,27,TOT,30,16,19.2,1.5,3.6,0.407,0.5,1.9,0.281,0.9,1.7,0.549,0.481,0.8,0.9,0.821,0.3,1.7,2.1,0.9,0.7,0.5,0.6,2.2,4.2,6.8,0.528,0.528,0.259,1.9,10.2,6,5.9,1.8,2.3,13,10.4,0,0.3,0.3,0.023,-4.1,-0.4,-4.5,-0.4,1,
Maurice Harkless\harklma01,SF,27,MIA,11,3,11.3,0.5,1.2,0.385,0.5,1,0.455,0,0.2,0,0.577,0,0.2,0,0.2,1,1.2,0.6,0.2,0.4,0.3,1.3,1.4,4.6,0.54,0.846,0.154,1.9,9.9,5.9,7.4,0.8,3.4,17.8,6.1,0,0.1,0.1,0.048,-3.5,0.5,-3,0,1,
Maurice Harkless\harklma01,PF,27,SAC,19,13,23.8,2.1,5,0.411,0.6,2.4,0.239,1.5,2.6,0.571,0.468,1.2,1.4,0.885,0.4,2.2,2.6,1.1,1,0.6,0.8,2.8,5.9,7.5,0.526,0.484,0.274,1.9,10.3,6,5.5,2,2.1,12.4,11.5,0,0.1,0.2,0.016,-4.2,-0.6,-4.9,-0.3,1,
Jared Harper\harpeja01,PG,23,NYK,6,0,2.2,0,0.7,0,0,0.2,0,0,0.5,0,0,0.3,0.3,1,0,0.2,0.2,0,0,0,0.3,0.2,0.3,-14.4,0.205,0.25,0.5,0,8.3,4.2,0,0,0,29.1,23.5,-0.1,0,-0.1,-0.402,-19.4,-7.8,-27.2,-0.1,1,
Montrezl Harrell\harremo01,C,27,LAL,63,1,23.6,5.6,8.9,0.627,0,0.2,0,5.6,8.7,0.639,0.627,2.6,3.7,0.709,2.3,4,6.4,1.1,0.7,0.7,1.1,1.9,13.8,22.8,0.655,0.018,0.417,11.3,18.9,15.2,7.6,1.5,2.8,9.5,21.5,4.3,2.6,6.9,0.224,2.4,0.4,2.8,1.8,1,
Gary Harris\harriga01,SG,26,TOT,31,30,29.5,3.6,9.1,0.399,1.2,3.6,0.33,2.4,5.5,0.444,0.464,1.9,2.3,0.806,0.5,1.7,2.3,2.2,0.8,0.3,1,2.1,10.3,9.1,0.51,0.399,0.256,2.1,6.4,4.2,10.2,1.3,0.9,8.8,16.3,0.2,0.5,0.7,0.039,-3,-1.7,-4.7,-0.6,1,
Gary Harris\harriga01,SG,26,DEN,19,19,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7,9.3,0.544,0.481,0.192,2.6,6.6,4.6,7.1,1.4,0.7,7.6,13.8,0.4,0.4,0.8,0.065,-2.1,-1.5,-3.6,-0.2,1,
Gary Harris\harriga01,SG,26,ORL,12,11,27.8,3.6,10.4,0.344,1.1,3.1,0.351,2.5,7.3,0.341,0.396,3,3.5,0.857,0.3,1.6,1.9,2.9,0.7,0.4,1.3,2.3,11.3,8.7,0.47,0.296,0.336,1.2,6.2,3.6,15.7,1.2,1.4,10,20.7,-0.2,0.2,0,-0.006,-4.5,-2,-6.6,-0.4,1,
Jalen Harris\harrija01,SG,22,TOR,7,0,4.6,0.4,1.6,0.273,0.4,0.7,0.6,0,0.9,0,0.409,0,0,,0.3,0.4,0.7,0.6,0.4,0,0.3,0.7,1.3,8.1,0.409,0.455,0,6.7,10.6,8.6,17,4.5,0,15.4,17.6,0,0,0,0.014,-4.5,1.8,-2.7,0,1,
Joe Harris\harrijo01,SF,29,BRK,65,61,30.9,5.2,10.2,0.511,3.1,6.4,0.48,2.1,3.8,0.563,0.661,0.7,0.9,0.77,0.6,2.9,3.5,1.9,0.7,0.2,0.8,2,14.3,14.6,0.67,0.629,0.092,2.4,10,6.4,8.5,1.1,0.6,7.4,16.2,4.2,1,5.2,0.125,1.9,-1.4,0.6,1.3,1,
Tobias Harris\harrito02,PF,28,PHI,55,55,32.7,7.7,14.9,0.516,1.4,3.4,0.401,6.3,11.5,0.55,0.562,3,3.3,0.891,1,6,7,3.7,0.9,0.9,1.8,2,19.7,20.3,0.602,0.229,0.224,3.4,19.8,11.7,18.1,1.3,2.4,10,23.8,3.8,2.8,6.5,0.175,2.9,0.8,3.7,2.6,1,
Shaquille Harrison\harrish01,SG,27,TOT,26,0,7.1,0.7,1.8,0.404,0,0.2,0.2,0.7,1.6,0.429,0.415,0.5,0.6,0.813,0.2,0.8,1,0.5,0.5,0.1,0.3,0.6,2,9.8,0.481,0.106,0.34,3,12.4,7.8,9.9,3.2,1,12.9,14.6,0,0.3,0.2,0.062,-5,2.1,-2.9,0,1,
Shaquille Harrison\harrish01,SG,27,UTA,17,0,3.3,0.4,1.2,0.3,0,0.1,0,0.4,1.1,0.333,0.3,0.3,0.4,0.833,0.2,0.4,0.5,0.5,0.1,0,0.3,0.2,1,6.5,0.375,0.1,0.3,5.9,10.9,8.5,21.5,1.7,0,18.1,21.3,-0.1,0.1,0,-0.035,-6.5,-1.3,-7.9,-0.1,1,
Shaquille Harrison\harrish01,SG,27,DEN,9,0,14.3,1.4,3,0.481,0.1,0.3,0.333,1.3,2.7,0.5,0.5,0.9,1.1,0.8,0.2,1.7,1.9,0.6,1.1,0.2,0.3,1.4,3.9,11.2,0.557,0.111,0.37,1.8,13.1,7.5,4.9,3.8,1.5,8.7,11.7,0.1,0.2,0.3,0.104,-4.3,3.6,-0.8,0,1,
Josh Hart\hartjo01,SF,25,NOP,47,4,28.7,3.2,7.3,0.439,1.3,4.1,0.326,1.9,3.2,0.583,0.531,1.5,1.9,0.775,1.1,6.9,8,2.3,0.8,0.3,1,2.4,9.2,12.2,0.566,0.561,0.259,4.3,26.2,15.3,10.5,1.4,0.8,11.3,13.5,1.4,1.3,2.7,0.097,-1.1,0,-1.1,0.3,1,
Isaiah Hartenstein\harteis01,C,22,TOT,44,2,12.1,2,3.6,0.57,0,0.1,0.4,2,3.5,0.575,0.576,1,1.6,0.638,1.4,2.6,4,1.1,0.4,0.9,1,2.3,5.1,18.4,0.6,0.032,0.437,13.3,24.5,18.8,14.1,1.7,6.7,18.2,18.9,0.7,0.9,1.6,0.145,-2.4,1.1,-1.3,0.1,1,
Isaiah Hartenstein\harteis01,C,22,DEN,30,0,9.1,1.4,2.7,0.513,0,0,0,1.4,2.7,0.513,0.513,0.7,1.2,0.611,1.3,1.5,2.8,0.5,0.4,0.7,0.7,2,3.5,15.5,0.543,0,0.45,16.9,18.7,17.8,7.4,2,7.1,18,18.8,0.2,0.5,0.7,0.116,-4.2,-0.1,-4.3,-0.2,1,
Isaiah Hartenstein\harteis01,C,22,CLE,14,2,18.6,3.5,5.6,0.628,0.1,0.4,0.4,3.4,5.2,0.644,0.641,1.6,2.4,0.667,1.6,4.9,6.6,2.4,0.5,1.3,1.5,2.9,8.7,21.5,0.659,0.064,0.423,9.7,30.5,19.8,21.1,1.3,6.2,18.5,19,0.5,0.4,1,0.175,-0.5,2.4,1.9,0.3,1,
Jaxson Hayes\hayesja02,C,20,NOP,52,3,15.1,2.5,3.9,0.652,0.1,0.1,0.429,2.5,3.7,0.66,0.659,1.4,1.8,0.793,1.3,2.6,3.9,0.5,0.4,0.5,0.6,1.8,6.5,17.8,0.7,0.035,0.458,9.7,18.8,14.3,4.8,1.2,3.3,12,14.8,2,0.7,2.8,0.169,-0.1,-0.2,-0.3,0.3,1,
Killian Hayes\hayeski01,PG,19,DET,19,12,23.6,2.4,7.1,0.333,0.6,2.3,0.25,1.8,4.8,0.374,0.374,0.4,0.5,0.889,0.3,2.1,2.4,4.8,1.2,0.4,2.8,1.9,5.7,5,0.392,0.326,0.067,1.2,10,5.6,29.4,2.4,1.4,28,18.7,-1.3,0.5,-0.8,-0.088,-6.5,-0.5,-7,-0.6,1,
Gordon Hayward\haywago01,SF,30,CHO,44,44,34,7.1,15,0.473,1.9,4.7,0.415,5.1,10.3,0.499,0.537,3.5,4.2,0.843,0.8,5,5.9,4.1,1.2,0.3,2.1,1.7,19.6,17.6,0.584,0.312,0.281,2.7,16.3,9.4,19.4,1.7,0.9,11,24,2.2,1.4,3.6,0.116,1.9,-0.5,1.4,1.3,1,
Juan Hernangómez\hernaju01,PF,25,MIN,46,6,17.2,2.6,5.7,0.455,1.1,3.2,0.342,1.5,2.6,0.593,0.549,1.2,1.9,0.64,0.9,3.1,4,0.7,0.4,0.2,0.5,0.9,7.5,13.5,0.571,0.553,0.326,5.3,20.5,12.6,5.5,1.1,0.8,6.5,17.1,0.9,0.4,1.3,0.08,-0.5,-1.7,-2.2,0,1,
Willy Hernangómez\hernawi01,C,26,NOP,40,5,16.8,2.9,5.2,0.563,0,0.3,0.1,2.9,4.9,0.587,0.566,1.2,1.7,0.676,2.4,4.2,6.6,0.9,0.4,0.5,0.6,1.4,7,19.4,0.591,0.049,0.33,15.8,26.9,21.4,7.2,1.2,2.7,9.2,16.4,1.6,0.7,2.3,0.165,0.9,-1.6,-0.6,0.2,1,
Tyler Herro\herroty01,SG,21,MIA,48,14,30.7,5.6,13.1,0.427,1.9,5.5,0.344,3.7,7.6,0.488,0.499,1.9,2.3,0.809,0.5,4.4,4.9,3.4,0.7,0.4,1.9,1.3,14.9,12.7,0.529,0.418,0.175,1.8,15.9,9,17.8,1.1,1.2,11.9,23.5,-0.3,1.5,1.2,0.039,-0.8,-1.1,-1.9,0,1,
